ObjectID,bponOntEquipId,bponOntSerialNumber,bponOntSubscriberId1,bponOntSubscriberLocId,ifAdminStatus,ifOperStatus
R1.S1.LT1.PON11.ONT28,NOCLEICODEG240WA,ALCLF87167DA,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT26,     00000G240WF,ALCLB372BB0E,,22257706,up,up
R1.S1.LT1.PON14.ONT29,     00000G240WF,ALCLB372B217,,90047071,up,up
R1.S1.LT1.PON16.ONT27,NOCLEICODEG240WA,ALCLF8715338,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT26,,ALCLF871705E,,22509420,up,down
R1.S1.LT1.PON11.ONT25,NOCLEICODEG240WA,ALCLF87159DB,,22257501,up,up
R1.S1.LT1.PON15.ONT29,,ALCLF8715FA0,,22256709,up,down
R1.S1.LT1.PON16.ONT28,NOCLEICODEG240WA,ALCLF8716AD4,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT27,     00000G240WF,ALCLB37241D7,,22257086,up,up
R1.S1.LT1.PON12.ONT25,NOCLEICODEG240WA,ALCLF8717289,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT28,     00000G240WF,ALCLB30FC859,,22508419,up,up
R1.S1.LT1.PON16.ONT29,NOCLEICODEG240WA,ALCLF8716050,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT28,     00000G240WF,ALCLB3716DC5,,22257782,up,up
R1.S1.LT1.PON11.ONT27,NOCLEICODEG240WA,ALCLF87167EF,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT26,     00000G240WF,ALCLB371708B,,22519236,up,up
R1.S1.LT1.PON13.ONT25,NOCLEICODEG240WA,ALCLF8716BA7,,22257565,up,up
R1.S1.LT1.PON14.ONT47,     00000G240WF,ALCLB3A5CE3C,,22500276,up,up
R1.S1.LT1.PON14.ONT48,     00000G240WF,ALCLB34597DD,,22251529,up,up
R1.S1.LT1.PON15.ONT47,     00000G240WF,ALCLB372C6B0,,22517350,up,up
R1.S1.LT1.PON11.ONT48,NOCLEICODEG240WA,ALCLF8715080,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT49,     00000G240WF,ALCLB3459907,,22500991,up,up
R1.S1.LT1.PON16.ONT47,     00000G240WF,ALCLB3A7C9DB,,22505465,up,down
R1.S1.LT1.PON15.ONT49,     00000G240WF,ALCLB372A480,,22505640,up,up
R1.S1.LT1.PON16.ONT48,     00000G240WF,ALCLB3A5CD47,,22513989,up,down
R1.S1.LT1.PON15.ONT48,     00000G240WF,ALCLB372A404,,22505354,up,up
R1.S1.LT1.PON12.ONT34,     00000G240WF,ALCLB3A7CB5F,,22258793,up,down
R1.S1.LT1.PON12.ONT35,     00000G240WF,ALCLB3A7CC3B,,22258827,up,up
R1.S1.LT1.PON13.ONT34,,ALCLB372C4CF,,22250831,up,down
R1.S1.LT1.PON10.ONT32,     00000G240WF,ALCLB37170E2,,22509713,up,up
R1.S1.LT1.PON11.ONT35,,ALCLF87173C3,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT30,     00000G240WF,ALCLB30FC854,,22258036,up,up
R1.S1.LT1.PON13.ONT33,     00000G240WF,ALCLB372BDCC,,22258548,up,up
R1.S1.LT1.PON16.ONT34,     00000G240WF,ALCLB372446B,,22257769,up,up
R1.S1.LT1.PON10.ONT33,     00000G240WF,ALCLB30FC8F1,,22254543,up,up
R1.S1.LT1.PON11.ONT32,NOCLEICODEG240WA,ALCLF8716D9D,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT31,     00000G240WF,ALCLB372B038,,22258189,up,down
R1.S1.LT1.PON13.ONT30,     00000G240WF,ALCLB3A5CB07,,22507044,up,up
R1.S1.LT1.PON16.ONT35,     00000G240WF,ALCLB370CC69,,22257692,up,up
R1.S1.LT1.PON10.ONT34,     00000G240WF,ALCLB30FC816,,22506382,up,up
R1.S1.LT1.PON12.ONT32,     00000G240WF,ALCLB372AF58,, 22258231,up,up
R1.S1.LT1.PON13.ONT35,     00000G240WF,ALCLB372BEDA,,22258612,up,down
R1.S1.LT1.PON10.ONT35,     00000G240WF,ALCLB372B9CE,,90162883,up,up
R1.S1.LT1.PON11.ONT34,NOCLEICODEG240WA,ALCLF8717077,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT33,     00000G240WF,ALCLB372C2EC,,22516548,up,up
R1.S1.LT1.PON13.ONT32,     00000G240WF,ALCLB372A610,,22250841,up,up
R1.S1.LT1.PON11.ONT31,NOCLEICODEG240WA,ALCLF8715CB6,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT32,     00000G240WF,ALCLB372BD28,,92603551,up,up
R1.S1.LT1.PON15.ONT35,,ALCLF87158FA,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT30,,ALCLB37241DB,,22257421,up,down
R1.S1.LT1.PON14.ONT33,     00000G240WF,ALCLB372B1FA,,22502318,up,down
R1.S1.LT1.PON15.ONT32,,ALCLF8715360,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT31,     00000G240WF,ALCLB37241B4,,22254880,up,up
R1.S1.LT1.PON10.ONT30,     00000G240WF,ALCLB37172A0,,22516168,up,up
R1.S1.LT1.PON11.ONT33,     00000G240WF,ALCLB3BD428F,ADIDO3_PBO227-F7,22502317,up,up
R1.S1.LT1.PON13.ONT31,     00000G240WF,ALCLB372A4D9,,22258370,up,up
R1.S1.LT1.PON14.ONT34,     00000G240WF,ALCLB372C73E,,90040294,up,up
R1.S1.LT1.PON16.ONT32,     00000G240WF,ALCLB37241C6,,22504287,up,up
R1.S1.LT1.PON10.ONT31,,ALCLB3717077,,22257735,up,down
R1.S1.LT1.PON11.ONT30,NOCLEICODEG240WA,ALCLF8716955,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT35,     00000G240WF,ALCLB372C48E,,22258571,up,down
R1.S1.LT1.PON15.ONT34,,ALCLF871514C,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT33,,ALCLB3724354,,22504587,up,down
R1.S1.LT1.PON12.ONT38,,ALCLB3A5CC24,,22502053,up,down
R1.S1.LT1.PON15.ONT31,NOCLEICODEG240WA,ALCLF8715977,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT39,     00000G240WF,ALCLB3A5CD88,,22502140,up,up
R1.S1.LT1.PON13.ONT38,,ALCLB3A7CDBB,,22509695,up,down
R1.S1.LT1.PON14.ONT30,,ALCLB372B046,,22507396,up,down
R1.S1.LT1.PON15.ONT33,NOCLEICODEG240WA,ALCLF8715ACF, KPOMATCHI KWAMI SENA 90111475 22518837,22518837,up,up
R1.S1.LT1.PON14.ONT31,     00000G240WF,ALCLB372BAFB,,22252042,up,down
R1.S1.LT1.PON15.ONT30,NOCLEICODEG240WA,ALCLF8715F49,,22512175,up,up
R1.S1.LT1.PON10.ONT36,     00000G240WF,ALCLB372BB02,,22258070,up,down
R1.S1.LT1.PON11.ONT39,NOCLEICODEG240WA,ALCLF87173BE,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT37,     00000G240WF,ALCLB3A7CCC6,,22514422,up,up
R1.S1.LT1.PON16.ONT38,,ALCLB371734C,,WILDCARD,up,down
R1.S1.LT1.PON10.ONT37,     00000G240WF,ALCLB372BC54,,91982818,up,up
R1.S1.LT1.PON11.ONT36,NOCLEICODEG240WA,ALCLF871737E,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT39,     00000G240WF,ALCLB372C379,,22258766,up,down
R1.S1.LT1.PON10.ONT38,     00000G240WF,ALCLB372AFCF,,22519346,up,up
R1.S1.LT1.PON12.ONT36,     00000G240WF,ALCLB3A7CEB0,,22258847,up,up
R1.S1.LT1.PON13.ONT39,     00000G240WF,ALCLB3A5CBFB,,22514688,up,up
R1.S1.LT1.PON10.ONT39,     00000G240WF,ALCLB372C4F5,,22513072,up,up
R1.S1.LT1.PON11.ONT38,NOCLEICODEG240WA,ALCLF87173B2,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT37,,ALCLB3A5CDCF,,22508570,up,down
R1.S1.LT1.PON13.ONT36,     00000G240WF,ALCLB372BEEF,,22503410,up,up
R1.S1.LT1.PON14.ONT58,     00000G240WF,ALCLB3CF054B,ADIDO3-PBO252-F7,22508212,up,up
R1.S1.LT1.PON15.ONT58,     00000G240WF,ALCLB3A5CE52,,22502208,up,up
R1.S1.LT1.PON11.ONT59,     00000G240WF,ALCLB3A7CB1B,,22506711,up,up
R1.S1.LT1.PON16.ONT58,     00000G240WF,ALCLB3BD3ECC,ADIDO3_PBO273-F6,22508076,up,down
R1.S1.LT1.PON16.ONT59,NOCLEICODEG010GA,ALCLB135157A,ADIDO3_PBO275-F7,81014025,up,up
R1.S1.LT1.PON15.ONT59,     00000G240WF,ALCLB3A5C2FB,,22500215,up,down
R1.S1.LT1.PON13.ONT45,     00000G240WF,ALCLB3A7CA09,,22256087,up,up
R1.S1.LT1.PON10.ONT43,     00000G240WF,ALCLB3A7CB92,,22508655,up,up
R1.S1.LT1.PON11.ONT46,NOCLEICODEG240WA,ALCLF87152DB,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT44,     00000G240WF,ALCLB3A7CA1A,,22259079,up,up
R1.S1.LT1.PON16.ONT45,     00000G240WF,ALCLB3A7C9EC,,22506455,up,down
R1.S1.LT1.PON10.ONT44,     00000G240WF,ALCLB372BEED,,22258684,up,down
R1.S1.LT1.PON11.ONT43,,ALCLF87157EE,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT41,     00000G240WF,ALCLB3A7CB43,,22258636,up,up
R1.S1.LT1.PON16.ONT46,     00000G240WF,ALCLB3A5CD57,,22518019,up,down
R1.S1.LT1.PON10.ONT45,     00000G240WF,ALCLB3A7C9C6,,22254764,up,up
R1.S1.LT1.PON13.ONT46,     00000G240WF,ALCLB3A5C41F,,22505072,up,up
R1.S1.LT1.PON10.ONT46,     00000G240WF,ALCLB3A7CE46,,22251802,up,up
R1.S1.LT1.PON11.ONT45,NOCLEICODEG240WA,ALCLF871704F,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT43,     00000G240WF,ALCLB3A5CB08,,22503383,up,up
R1.S1.LT1.PON11.ONT42,NOCLEICODEG240WA,ALCLF87171DB,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT40,,ALCLB3A7CA55,,22250949,up,down
R1.S1.LT1.PON14.ONT43,     00000G240WF,ALCLB3A5CD3B,,22251382,up,up
R1.S1.LT1.PON15.ONT46,,ALCLB3717215,,22518405,up,down
R1.S1.LT1.PON16.ONT41,NOCLEICODEG010GA,ALCLB1350EC6,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT40,     00000G240WF,ALCLB372C1D1,,22513369,up,up
R1.S1.LT1.PON14.ONT44,     00000G240WF,ALCLB3A5CDD4,,22254120,up,down
R1.S1.LT1.PON15.ONT43,     00000G240WF,ALCLB372BAF1,,22257659,up,up
R1.S1.LT1.PON16.ONT42,     00000G240WF,ALCLB372BE79,,22507754,up,up
R1.S1.LT1.PON10.ONT41,     00000G240WF,ALCLB372C312,,22258328,up,up
R1.S1.LT1.PON11.ONT44,NOCLEICODEG240WA,ALCLF87159A7,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT42,     00000G240WF,ALCLB3A7CA56,,22509122,up,up
R1.S1.LT1.PON14.ONT45,     00000G240WF,ALCLB3A5CE9A,,22500943,up,up
R1.S1.LT1.PON16.ONT43,,ALCLB372BE95,PBOxx-Fxx,22513892,up,down
R1.S1.LT1.PON10.ONT42,     00000G240WF,ALCLB3A5CB30,,22509725,up,up
R1.S1.LT1.PON11.ONT41,,ALCLF8716FE0,,22255713,up,down
R1.S1.LT1.PON12.ONT40,     00000G240WF,ALCLB3CF0268,ADIDO3_PBO238-F3,22558584,up,up
R1.S1.LT1.PON14.ONT46,     00000G240WF,ALCLB3A5CDA3,,22503616,up,down
R1.S1.LT1.PON15.ONT45,     00000G240WF,ALCLB372B023,,22258165,up,up
R1.S1.LT1.PON16.ONT44,,ALCLB3A5CBE5,,22259112,up,down
R1.S1.LT1.PON15.ONT42,     00000G240WF,ALCLB3717410,,22518864,up,up
R1.S1.LT1.PON13.ONT49,     00000G240WF,ALCLB3A5CDDB,,22251321,up,down
R1.S1.LT1.PON14.ONT40,     00000G240WF,ALCLB3A7CCE4,,22508784,up,up
R1.S1.LT1.PON11.ONT40,,ALCLF8716FCD,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT41,     00000G240WF,ALCLB3A7C9AF,,22506374,up,up
R1.S1.LT1.PON15.ONT44,,ALCLB372BBA2,,22519315,up,down
R1.S1.LT1.PON14.ONT42,     00000G240WF,ALCLB3A7CAE1,,22503900,up,up
R1.S1.LT1.PON15.ONT41,     00000G240WF,ALCLB37172F6,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT40,     00000G240WF,ALCLB372BE89,,22504555,up,up
R1.S1.LT1.PON10.ONT47,     00000G240WF,ALCLB3A5CF0F,,22503113,up,up
R1.S1.LT1.PON13.ONT48,     00000G240WF,ALCLB3A5CF27,,22258309,up,up
R1.S1.LT1.PON16.ONT49,     00000G240WF,ALCLB3A5CB70,,22518078,up,up
R1.S1.LT1.PON10.ONT48,     00000G240WF,ALCLB3A5CE33,,22500011,up,up
R1.S1.LT1.PON11.ONT47,NOCLEICODEG240WA,ALCLF8715548,,WILDCARD,up,down
R1.S1.LT1.PON10.ONT49,,ALCLB3A5C2C0,,22502357,up,down
R1.S1.LT1.PON15.ONT40,     00000G240WF,ALCLB37241E8,,22257719,up,up
R1.S1.LT1.PON11.ONT49,,ALCLF871598A,,22256658,up,down
R1.S1.LT1.PON13.ONT47,     00000G240WF,ALCLB3A5C382,,22251300,up,up
R1.S1.LT1.PON13.ONT56,NOCLEICODEG010GA,ALCLB18A95A4,ADIDO3_PBO246-F3,WILDCARD,up,up
R1.S1.LT1.PON10.ONT54,     00000G240WF,ALCLB3BD3B45,ADIDO3_PBO224-F4,22253893,up,up
R1.S1.LT1.PON11.ONT57,     00000G240WF,ALCLB3716E24,,22257946,up,up
R1.S1.LT1.PON13.ONT55,     00000G240WF,ALCLB3BD3C32,ADIDO3_PB0244-F7,22251411,up,up
R1.S1.LT1.PON16.ONT56,     00000G240WF,ALCLB3BD41FE,ADIDO3_PBO275-F8,22254318,up,down
R1.S1.LT1.PON10.ONT55,     00000G240WF,ALCLB3BD3E0F,ADIDO3_PBO223-F7,22506154,up,up
R1.S1.LT1.PON11.ONT54,NOCLEICODEG240WA,ALCLF871655E,,22257244,up,up
R1.S1.LT1.PON13.ONT52,     00000G240WF,ALCLB34594B4,,22252933,up,up
R1.S1.LT1.PON16.ONT57,     00000G240WF,ALCLB3BD3AF3,ADIDO2_PBO273-F5,22505947,up,down
R1.S1.LT1.PON10.ONT56,     00000G240WF,ALCLB2F6BE43,ADIDO3_PBO224-F6,22252389,up,down
R1.S1.LT1.PON13.ONT57,     00000G240WF,ALCLB3BD433D,ADIDO3_PBO245-F6,22508830,up,down
R1.S1.LT1.PON10.ONT57,     00000G240WF,ALCLB3BD3FCE,ADIDO3_PBO224-F7,22501421,up,down
R1.S1.LT1.PON11.ONT56,,ALCLF8716087,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT54,     00000G240WF,ALCLB3BD3B4E,ADIDO3_PBO245-F5,22254093,up,up
R1.S1.LT1.PON10.ONT50,     00000G240WF,ALCLB3A5CA91,,22502356,up,up
R1.S1.LT1.PON11.ONT53,NOCLEICODEG240WA,ALCLF87172AA,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT51,     00000G240WF,ALCLB3A5C29B,,22251357,up,up
R1.S1.LT1.PON14.ONT54,     00000G240WF,ALCLB2F6B87F,ADIDO3_PBO255-F7,22512437,up,up
R1.S1.LT1.PON15.ONT57,     00000G240WF,ALCLB3A5CC9F,,22251037,up,up
R1.S1.LT1.PON16.ONT52,     00000G240WF,ALCLB3A5C2ED,,22251370,up,up
R1.S1.LT1.PON10.ONT51,     00000G240WF,ALCLB3A84B47,,22500069,up,up
R1.S1.LT1.PON11.ONT50,NOCLEICODEG240WA,ALCLF87159BA,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT55,     00000G240WF,ALCLB2F6B540,ADID03_PBO255-F8,22504293,up,up
R1.S1.LT1.PON15.ONT54,     00000G240WF,ALCLB3A7CD02,,22258677,up,up
R1.S1.LT1.PON16.ONT53,     00000G240WF,ALCLB3459860,,22500445,up,up
R1.S1.LT1.PON10.ONT52,     00000G240WF,ALCLB3A84C08,,22506553,up,up
R1.S1.LT1.PON11.ONT55,,ALCLF871617B,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT53,     00000G240WF,ALCLB2F6BC25,PBO_244,22519313,up,down
R1.S1.LT1.PON14.ONT56,     00000G240WF,ALCLB3BD3EBC,ADIDO3_PBO349-F8,22503927,up,up
R1.S1.LT1.PON16.ONT54,     00000G240WF,ALCLB345974F,,22501500,up,up
R1.S1.LT1.PON10.ONT53,     00000G240WF,ALCLB3BD3AA3,ADIDO3_PBO224-F5,22254130,up,up
R1.S1.LT1.PON11.ONT52,,ALCLF8715CBB,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT50,     00000G240WF,ALCLB3A5CB2D,,22502310,up,up
R1.S1.LT1.PON14.ONT57,     00000G240WF,ALCLB3BD419F,ADID03_PBO250-F2,22503898,up,down
R1.S1.LT1.PON15.ONT56,     00000G240WF,ALCLB3A5C444,,22514839,up,up
R1.S1.LT1.PON16.ONT55,,ALCLB3BD41FC,ADIDO3_PBO280-F6,22512008,up,down
R1.S1.LT1.PON14.ONT50,     00000G240WF,ALCLB345989B,,22506588,up,up
R1.S1.LT1.PON15.ONT53,     00000G240WF,ALCLB3A7CE64,,22505918,up,down
R1.S1.LT1.PON14.ONT51,     00000G240WF,ALCLB3BD40F2,ADIDO3_PBO255-F6,22259564,up,up
R1.S1.LT1.PON15.ONT50,     00000G240WF,ALCLB372A48C,,22258364,up,down
R1.S1.LT1.PON11.ONT51,,ALCLF87152CB,,22511427,up,down
R1.S1.LT1.PON14.ONT52,     00000G240WF,ALCLB3BD3DEF,ADIDO3_PBO255-F6,22256950,up,up
R1.S1.LT1.PON15.ONT55,     00000G240WF,ALCLB3A7CD97,,22258761,up,down
R1.S1.LT1.PON16.ONT50,     00000G240WF,ALCLB3A5CDF8,,22506197,up,up
R1.S1.LT1.PON14.ONT53,     00000G240WF,ALCLB2F6AD4F,ADIDO3-PBO249-F7,22558557,up,up
R1.S1.LT1.PON15.ONT52,     00000G240WF,ALCLB372C552,,22258705,up,up
R1.S1.LT1.PON16.ONT51,     00000G240WF,ALCLB3BD3BF3,ADIDO3_PBO273-F4,22502389,up,up
R1.S1.LT1.PON10.ONT58,     00000G240WF,ALCLB2F6B561,ADIDO3_PBO224-F8,22254207,up,down
R1.S1.LT1.PON13.ONT59,     00000G240WF,ALCLB3BD3A39,ADIDO03_PBO246-F4,22256491,up,up
R1.S1.LT1.PON10.ONT59,     00000G240WF,ALCLB2F6AD4B,ADIDO3-PBO220-F1,22519274,up,up
R1.S1.LT1.PON11.ONT58,     00000G240WF,ALCLB372C387,,22508436,up,up
R1.S1.LT1.PON15.ONT51,     00000G240WF,ALCLB372C656,,22507609,up,down
R1.S1.LT1.PON13.ONT58,     00000G240WF,ALCLB3BD3CD5,ADIDO3_PBO245-F7,22256214,up,up
R1.S1.LT1.PON11.ONT60,     00000G240WF,ALCLB3A5CBF7,,22514498,up,up
R1.S1.LT1.PON16.ONT60,     00000G240WF,ALCLB2F6B644,ADIDO3_PBO273-F8,22558605,up,up
R1.S1.LT1.PON13.ONT60,     00000G240WF,ALCLB3CF0755,ADIDO3_PB0246_F6,90280844,up,up
R1.S1.LT1.PON10.ONT60,     00000G240WF,ALCLB2F6BD45,ADIDO3_PBO223-F8,22558744,up,up
R1.S1.LT1.PON15.ONT60,     00000G240WF,ALCLB34597E4,,22500306,up,up
R1.S1.LT1.PON10.ONT65,     00000G240WF,ALCLB3D1058B,ADIDO3-PBO221-F8,22254924,up,up
R1.S1.LT1.PON11.ONT65,     00000G240WF,ALCLB2F6AA3D,ADIDO3_PB0225_F3,22500054,up,up
R1.S1.LT1.PON10.ONT61,     00000G240WF,ALCLB3BD3AFB,ADIDO3-PBO221-F5,22503801,up,down
R1.S1.LT1.PON11.ONT64,     00000G240WF,ALCLB2F6BD1A,ADIDO3_PBO227-F8,22253573,up,up
R1.S1.LT1.PON10.ONT62,     00000G240WF,ALCLB2F6BB34,ADIDO3_PBO221-F6,22501860,up,up
R1.S1.LT1.PON11.ONT61,     00000G240WF,ALCLB3A5C472,,22517749,up,up
R1.S1.LT1.PON15.ONT65,     00000G240WF,ALCLB3CF0383,ADIDO03_PBO269-F3,22255900,up,up
R1.S1.LT1.PON10.ONT63,     00000G240WF,ALCLB2F6A8FA,ADIDO3_PBO221-F6,22558479,up,up
R1.S1.LT1.PON10.ONT64,     00000G240WF,ALCLB3D1182C,ADIDO3-PBO221_F7,22254725,up,up
R1.S1.LT1.PON11.ONT63,,ALCLB3A5CE0B,,22251021,up,down
R1.S1.LT1.PON13.ONT61,     00000G240WF,ALCLB3D116DB,ADIDO3_PBO245-F8,22503764,up,up
R1.S1.LT1.PON15.ONT64,     00000G240WF,ALCLB3BD3B6E,ADIDO3_PB0272-F8,22255273,up,up
R1.S1.LT1.PON15.ONT61,     00000G240WF,ALCLB3459507,ADI3_PBO272-F6,22504001,up,down
R1.S1.LT1.PON11.ONT62,     00000G240WF,ALCLB3A5CC9E,,22503670,up,up
R1.S1.LT1.PON15.ONT66,     00000G240WF,ALCLB3BD40A2,ADIDO3_PB0268_F1,22508328,up,up
R1.S1.LT1.PON16.ONT61,     00000G240WF,ALCLB2F6AED2,ADIDO3_PB0276_F5,22506687,up,up
R1.S1.LT1.PON15.ONT63,     00000G240WF,ALCLB3BD3C4C,ADIDO3_PBO271-F8,22255080,up,up
R1.S1.LT1.PON15.ONT62,     00000G240WF,ALCLB3459776,ADIDO3_PBO272-F7,22252554,up,up
R1.S1.LT1.PON2.ONT11,,ALCLF8716DF7,,WILDCARD,up,down
R1.S1.LT1.PON5.ONT12,NOCLEICODEG240WA,ALCLF8715B2D,,WILDCARD,up,up
R1.S1.LT1.PON7.ONT18,,ALCLF8715098,,WILDCARD,up,down
R1.S1.LT1.PON9.ONT16,,ALCLB3A7CC01,,22502100,up,down
R1.S1.LT1.PON5.ONT13,NOCLEICODEG240WA,ALCLF8715D1F,,WILDCARD,up,up
R1.S1.LT1.PON6.ONT12,     00000G240WF,ALCLB3A5C4E3,,22259409,up,down
R1.S1.LT1.PON7.ONT19,NOCLEICODEG240WA,ALCLF87150F1,,WILDCARD,up,down
R1.S1.LT1.PON8.ONT18,,ALCLF8715481,,WILDCARD,up,down
R1.S1.LT1.PON9.ONT17,     00000G240WF,ALCLB3A7CB47,,22258631,up,up
R1.S1.LT1.PON1.ONT10,NOCLEICODEG240WA,ALCLF871663E,,WILDCARD,up,up
R1.S1.LT1.PON2.ONT13,     00000G240WF,ALCLB37242E9,,22500349,up,up
R1.S1.LT1.PON9.ONT18,     00000G240WF,ALCLB3A7CB39,,22519825,up,up
R1.S1.LT1.PON1.ONT11,,ALCLF87159B8,,WILDCARD,up,down
R1.S1.LT1.PON2.ONT10,,ALCLF8716D4D,,WILDCARD,up,down
R1.S1.LT1.PON9.ONT19,     00000G240WF,ALCLB3A7CBA3,,22509124,up,up
R1.S1.LT1.PON3.ONT10,,ALCLF8716DFF,,WILDCARD,up,down
R1.S1.LT1.PON4.ONT13,     00000G240WF,ALCLB372A673,,22518361,up,up
R1.S1.LT1.PON6.ONT11,     00000G240WF,ALCLB3A5CB13,,22257608,up,up
R1.S1.LT1.PON7.ONT14,NOCLEICODEG240WA,ALCLF87172A1,,WILDCARD,up,up
R1.S1.LT1.PON8.ONT17,NOCLEICODEG240WA,ALCLF87152E2,,WILDCARD,up,up
R1.S1.LT1.PON3.ONT11,NOCLEICODEG240WA,ALCLF8715202,,WILDCARD,up,up
R1.S1.LT1.PON4.ONT10,NOCLEICODEG240WA,ALCLF8715856,,WILDCARD,up,up
R1.S1.LT1.PON7.ONT15,,ALCLF8715E1B,,WILDCARD,up,down
R1.S1.LT1.PON8.ONT14,,ALCLF8716741,,WILDCARD,up,down
R1.S1.LT1.PON3.ONT12,NOCLEICODEG240WA,ALCLF8714EFE,,WILDCARD,up,up
R1.S1.LT1.PON5.ONT10,,ALCLF8716FCF,,WILDCARD,up,down
R1.S1.LT1.PON6.ONT13,     00000G240WF,ALCLB3A5C4B3,,22251739,up,up
R1.S1.LT1.PON7.ONT16,NOCLEICODEG240WA,ALCLF871670A,,22507431,up,up
R1.S1.LT1.PON8.ONT19,,ALCLF8714DEE,,WILDCARD,up,down
R1.S1.LT1.PON9.ONT14,     00000G240WF,ALCLB3A7CCA3,,22501364,up,up
R1.S1.LT1.PON3.ONT13,,ALCLF87154B4,,WILDCARD,up,down
R1.S1.LT1.PON4.ONT12,NOCLEICODEG240WA,ALCLF8715669,,WILDCARD,up,up
R1.S1.LT1.PON5.ONT11,NOCLEICODEG240WA,ALCLF8715933,,WILDCARD,up,up
R1.S1.LT1.PON6.ONT10,     00000G240WF,ALCLB3A7C9EA,,22508711,up,up
R1.S1.LT1.PON7.ONT17,NOCLEICODEG240WA,ALCLF8716886,,WILDCARD,up,up
R1.S1.LT1.PON8.ONT16,,ALCLF871541F,,WILDCARD,up,down
R1.S1.LT1.PON9.ONT15,     00000G240WF,ALCLB3A7CB59,,22257865,up,up
R1.S1.LT1.PON1.ONT16,NOCLEICODEG240WA,ALCLF87158E3,,WILDCARD,up,up
R1.S1.LT1.PON2.ONT19,     00000G240WF,ALCLB3A7CCDD,,22513765,up,up
R1.S1.LT1.PON1.ONT17,     00000G240WF,ALCLB3A5CCA8,,22253906,up,up
R1.S1.LT1.PON2.ONT16,,ALCLB372B009,, 22258033,up,down
R1.S1.LT1.PON1.ONT18,NOCLEICODEG240WA,ALCLF8716A6C,,22508042,up,down
R1.S1.LT1.PON4.ONT11,NOCLEICODEG240WA,ALCLF87165DE,,WILDCARD,up,up
R1.S1.LT1.PON8.ONT15,,ALCLF8715E18,,WILDCARD,up,down
R1.S1.LT1.PON1.ONT19,     00000G240WF,ALCLB3A5CB05,,22509799,up,down
R1.S1.LT1.PON2.ONT18,     00000G240WF,ALCLB372BCA1,,22517419,up,up
R1.S1.LT1.PON2.ONT15,     00000G240WF,ALCLB372BB57,,92565013,up,down
R1.S1.LT1.PON3.ONT18,NOCLEICODEG240WA,ALCLF8715951,,WILDCARD,up,up
R1.S1.LT1.PON5.ONT16,NOCLEICODEG240WA,ALCLF8715D26,,WILDCARD,up,down
R1.S1.LT1.PON6.ONT19,     00000G240WF,ALCLB3A5CC70,,22251283,up,up
R1.S1.LT1.PON3.ONT19,,ALCLF8715D23,,WILDCARD,up,down
R1.S1.LT1.PON4.ONT18,NOCLEICODEG240WA,ALCLF87167EE,,WILDCARD,up,up
R1.S1.LT1.PON5.ONT17,NOCLEICODEG240WA,ALCLF8715B2B,ADIDO2_PB036-F5,22513160,up,up
R1.S1.LT1.PON6.ONT16,     00000G240WF,ALCLB3A5C52D,,22514664,up,up
R1.S1.LT1.PON2.ONT17,,ALCLB372BB1A,,22250692,up,down
R1.S1.LT1.PON5.ONT18,NOCLEICODEG240WA,ALCLF8715930,,WILDCARD,up,up
R1.S1.LT1.PON1.ONT15,NOCLEICODEG240WA,ALCLF8715052,,WILDCARD,up,up
R1.S1.LT1.PON2.ONT14,,ALCLB3724203,,22509319,up,down
R1.S1.LT1.PON5.ONT19,NOCLEICODEG240WA,ALCLF8714FB1,,WILDCARD,up,up
R1.S1.LT1.PON6.ONT18,     00000G240WF,ALCLB3A5CCCF,,22504964,up,up
